,name,site_url,country,bias,factual,press_freedom,media_type,popularity,MBFC_credibility,image_url,page_url,biaser
108,Geopolitics Alert,https://geopoliticsalert.com/,Usa,Left,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left9.png,https://mediabiasfactcheck.com/geopolitics-alert/,mediabiasfactcheck.com
109,Gizmodo,https://gizmodo.com,Usa,Left,High,N/A,Website,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left10.png,https://mediabiasfactcheck.com/gizmodo/,mediabiasfactcheck.com
110,GLAAD,https://www.glaad.org/,Usa,Left,High,Mostly free,Organization/foundation,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left4.png,https://mediabiasfactcheck.com/glaad/,mediabiasfactcheck.com
111,Global Voices,https://globalvoices.org/,Usa,Left,High,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left12.png,https://mediabiasfactcheck.com/global-voices/,mediabiasfactcheck.com
112,Good Magazine,https://www.good.is/,Usa,Left,High,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left7.png,https://mediabiasfactcheck.com/good-magazine/,mediabiasfactcheck.com
113,GQ Magazine,https://www.gq.com,Usa,Left,High,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left11.png,https://mediabiasfactcheck.com/gq-magazine/,mediabiasfactcheck.com
114,Grasping Reality With Both Hands: Bradford DeLong,http://www.bradford-delong.com/,Usa,Left,High,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left9.png,https://mediabiasfactcheck.com/grasping-reality-hands-bradford-delong/,mediabiasfactcheck.com
115,Green Left Weekly,https://www.greenleft.org.au,Australia,Left,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left4.png,https://mediabiasfactcheck.com/green-left-weekly/,mediabiasfactcheck.com
116,Grit Post,https://gritpost.com,Usa,Left,High,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left9.png,https://mediabiasfactcheck.com/grit-post/,mediabiasfactcheck.com
117,Guardian Liberty Voice,https://guardianlv.com/,Usa,Left,Mostly factual,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left5.png,https://mediabiasfactcheck.com/guardian-liberty-voice/,mediabiasfactcheck.com
118,Guardians of Democracy,https://theguardiansofdemocracy.com/,Usa,Left,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left1.png,https://mediabiasfactcheck.com/guardians-of-democracy/,mediabiasfactcheck.com
119,Haaretz,https://www.haaretz.com/,Israel,Left,High,N/A,Newspaper,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left11.png,https://mediabiasfactcheck.com/haaretz/,mediabiasfactcheck.com
120,Harper’s Bazaar,https://www.harpersbazaar.com/,Usa,Left,Mostly factual,N/A,Magazine,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left7.png,https://mediabiasfactcheck.com/harpers-bazaar-bias/,mediabiasfactcheck.com
121,High Times,https://hightimes.com/,Usa,Left,Mixed,Mostly free,Magazine,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left8.png,https://mediabiasfactcheck.com/high-times-bias/,mediabiasfactcheck.com
122,Hill Reporter,https://hillreporter.com,Usa,Left,High,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left5.png,https://mediabiasfactcheck.com/hill-reporter/,mediabiasfactcheck.com
123,Huffington Post (HuffPost),https://www.huffpost.com/,Usa,Left,Mixed,N/A,Website,High,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left8.png,https://mediabiasfactcheck.com/huffington-post/,mediabiasfactcheck.com
124,Human Rights Campaign (HRC),https://www.hrc.org,Usa,Left,High,N/A,Organization/foundation,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left6.png,https://mediabiasfactcheck.com/human-rights-campaign/,mediabiasfactcheck.com
125,In Defence of Marxism,https://www.marxist.com/,United kingdom,Far-left,Mostly factual,N/A,Organization/foundation,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left3.png,https://mediabiasfactcheck.com/in-defence-of-marxism/,mediabiasfactcheck.com
126,In These Times,https://inthesetimes.com/,Usa,Left,Mostly factual,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left4.png,https://mediabiasfactcheck.com/in-these-times/,mediabiasfactcheck.com
127,The Independent Florida Alligator,https://www.alligator.org/,Usa,Left,High,Mostly free,Newspaper,Minimal,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left10.png,https://mediabiasfactcheck.com/the-independent-florida-alligator/,mediabiasfactcheck.com
128,Inequality Media,https://www.inequalitymedia.org/,Usa,Left,High,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left12.png,https://mediabiasfactcheck.com/inequality-media/,mediabiasfactcheck.com
129,Informed Comment,https://www.juancole.com,Usa,Left,Mostly factual,N/A,Website,Minimal,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left8.png,https://mediabiasfactcheck.com/informed-comment/,mediabiasfactcheck.com
130,Institute for Policy Studies,https://ips-dc.org/,Usa,Left,Mostly factual,N/A,Organization/foundation,Minimal,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left2.png,https://mediabiasfactcheck.com/institute-policy-studies/,mediabiasfactcheck.com
131,International Policy Digest,https://intpolicydigest.org/,Usa,Left,High,N/A,Website,Minimal,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left6.png,https://mediabiasfactcheck.com/international-policy-digest-bias/,mediabiasfactcheck.com
132,International Viewpoint,https://internationalviewpoint.org/,United kingdom,Far left,Mixed,Mostly free,Magazine,Minimal,Low,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left1.png,https://mediabiasfactcheck.com/international-viewpoint/,mediabiasfactcheck.com
133,Intrepid Report,http://www.intrepidreport.com/,Usa,Left,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left6.png,https://mediabiasfactcheck.com/intrepid-report/,mediabiasfactcheck.com
134,Iowa Capital Dispatch,https://iowacapitaldispatch.com/,Usa,Left,Mostly factual,Mostly free,Organization/foundation,Minimal,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left10.png,https://mediabiasfactcheck.com/iowa-capital-dispatch/,mediabiasfactcheck.com
135,Iowa Starting Line,https://iowastartingline.com,Usa,Left,High,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left8.png,https://mediabiasfactcheck.com/iowa-starting-line/,mediabiasfactcheck.com
136,It’s Going Down,https://itsgoingdown.org/,Usa,Left,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left2.png,https://mediabiasfactcheck.com/its-going-down/,mediabiasfactcheck.com
137,Jacobin,https://www.jacobinmag.com/,Usa,Left,High,N/A,Magazine,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left4.png,https://mediabiasfactcheck.com/jacobin/,mediabiasfactcheck.com
138,Jezebel,https://jezebel.com/,Usa,Left,High,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left3.png,https://mediabiasfactcheck.com/jezebel/,mediabiasfactcheck.com
139,JoeBiden.com,joebiden.com/,Usa,Left,Mostly factual,N/A,Website,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left8.png,https://mediabiasfactcheck.com/joebiden-com/,mediabiasfactcheck.com
140,Latest.com,https://latest.com,Usa,Left,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left1.png,https://mediabiasfactcheck.com/latest-com/,mediabiasfactcheck.com
141,Lavender Magazine,https://www.lavendermagazine.com/,Usa,Left,High,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left9.png,https://mediabiasfactcheck.com/lavender-magazine/,mediabiasfactcheck.com
142,LA Weekly,https://www.laweekly.com/,Usa,Left,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left2.png,https://mediabiasfactcheck.com/la-weekly/,mediabiasfactcheck.com
143,Left Foot Forward,https://leftfootforward.org/,United kingdom,Left-center,Mixed,N/A,Website,Minimal,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left7.png,https://mediabiasfactcheck.com/left-foot-forward/,mediabiasfactcheck.com
144,Left Over Rights,http://leftoverrights.com/,N/A,Left,N/A,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left3.png,https://mediabiasfactcheck.com/left-over-rights/,mediabiasfactcheck.com
145,Left Voice,https://www.leftvoice.org,Usa,Left,Mixed,N/A,Website,Minimal,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left8.png,https://mediabiasfactcheck.com/left-voice/,mediabiasfactcheck.com
146,LeftScoop,https://www.leftscoop.com/,N/A,Left,N/A,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left1.png,https://mediabiasfactcheck.com/leftscoop/,mediabiasfactcheck.com
147,LGBTQ Nation,https://www.lgbtqnation.com/,Usa,Left,Mostly factual,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left4.png,https://mediabiasfactcheck.com/lgbtq-nation/,mediabiasfactcheck.com
148,Libcom.org,http://libcom.org,Usa,Far left,Mostly factual,N/A,Website,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left2.png,https://mediabiasfactcheck.com/libcom-org/,mediabiasfactcheck.com
149,Liberal America,http://liberalamerica.org/,Usa,Left,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left6.png,https://mediabiasfactcheck.com/liberal-america/,mediabiasfactcheck.com
150,Liberation News,https://www.liberationnews.org/,Usa,Left,Mostly factual,N/A,Website,Minimal,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left5.png,https://mediabiasfactcheck.com/liberation-news/,mediabiasfactcheck.com
151,Little Green Footballs,http://littlegreenfootballs.com/,Usa,Left,High,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left8.png,https://mediabiasfactcheck.com/little-green-footballs/,mediabiasfactcheck.com
152,Mail & Guardian,https://mg.co.za/,South africa,Left,Mixed,Mostly free,Website,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left10.png,https://mediabiasfactcheck.com/mail-guardian-bias/,mediabiasfactcheck.com
153,Maine Beacon,http://mainebeacon.com/,Usa,Left,High,N/A,Organization/foundation,Minimal,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left10.png,https://mediabiasfactcheck.com/maine-beacon/,mediabiasfactcheck.com
154,Mashable,https://mashable.com,Usa,Left,Mostly factual,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left10.png,https://mediabiasfactcheck.com/mashable/,mediabiasfactcheck.com
155,Media Matters,https://www.mediamatters.org,Usa,Left,High,N/A,Organization/foundation,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left7.png,https://mediabiasfactcheck.com/media-matters/,mediabiasfactcheck.com
156,Mediaite,https://www.mediaite.com/,Usa,Left,Mostly factual,N/A,Website,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left7.png,https://mediabiasfactcheck.com/mediaite/,mediabiasfactcheck.com
157,Meduza,https://meduza.io/en,Latvia,Left,High,Mostly free,Website,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left11.png,https://mediabiasfactcheck.com/meduza/,mediabiasfactcheck.com
158,MeidasTouch,https://www.meidastouch.com/,Usa,Left,Mixed,Mostly free,Website,Minimal,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left2.png,https://mediabiasfactcheck.com/meidastouch/,mediabiasfactcheck.com
159,Merry Jane,https://www.merryjane.com/,Usa,Left,Mixed,N/A,Website,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left10.png,https://mediabiasfactcheck.com/merry-jane/,mediabiasfactcheck.com
160,Miami New Times,http://www.miaminewtimes.com/,Usa,Left-center,High,N/A,Newspaper,Minimal,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leftcenter01.png,https://mediabiasfactcheck.com/miami-new-times-2/,mediabiasfactcheck.com
161,Middle East Monitor,https://www.middleeastmonitor.com/,United kingdom,Left,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left9.png,https://mediabiasfactcheck.com/middle-east-monitor/,mediabiasfactcheck.com
162,Middletown Media (Muncie Voice),https://muncievoice.com/,Usa,Left,Mixed,N/A,Website,Minimal,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left4.png,https://mediabiasfactcheck.com/muncie-voice/,mediabiasfactcheck.com
163,Milwaukee Independent,http://www.milwaukeeindependent.com/,Usa,Left,Mostly factual,Mostly free,Organization/foundation,Minimal,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left4.png,https://mediabiasfactcheck.com/milwaukee-independent/,mediabiasfactcheck.com
164,Modern Liberals,http://modernliberals.com/,Usa,Left,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left1.png,https://mediabiasfactcheck.com/modern-liberals/,mediabiasfactcheck.com
165,Monthly Review,https://monthlyreview.org/,Usa,Left,High,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left3.png,https://mediabiasfactcheck.com/monthly-review/,mediabiasfactcheck.com
166,Moon of Alabama,https://www.moonofalabama.org/,Usa,Left,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left4.png,https://mediabiasfactcheck.com/moon-of-alabama/,mediabiasfactcheck.com
167,Ms. (Magazine),https://msmagazine.com/,Usa,Left,High,N/A,Magazine,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left10.png,https://mediabiasfactcheck.com/ms-magazine/,mediabiasfactcheck.com
168,MSNBC,https://www.msnbc.com/,Usa,Left,Mixed,N/A,Tv station,High,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left8.png,https://mediabiasfactcheck.com/msnbc/,mediabiasfactcheck.com
169,Nation of Change,https://www.nationofchange.org/,Usa,Left,Mostly factual,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left5.png,https://mediabiasfactcheck.com/nation-of-change/,mediabiasfactcheck.com
170,National Association for the Advancement of Colored People (NAACP),https://www.naacp.org/,Usa,Left,High,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left9.png,https://mediabiasfactcheck.com/national-association-advancement-colored-people-naacp/,mediabiasfactcheck.com
171,Natural Resources Defense Council (NRDC),https://www.nrdc.org/,Usa,Left,Mostly factual,N/A,Organization/foundation,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left10.png,https://mediabiasfactcheck.com/natural-resources-defense-council/,mediabiasfactcheck.com
172,NC Policy Watch,Charlotte Observer,N/A,Left,N/A,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left8.png,https://mediabiasfactcheck.com/nc-policy-watch/,mediabiasfactcheck.com
173,New Internationalist,https://newint.org/,United kingdom,Left,High,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left4.png,https://mediabiasfactcheck.com/new-internationalist/,mediabiasfactcheck.com
174,New Politics Magazine,https://newpol.org/,Usa,Left,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leftcenter01.png,https://mediabiasfactcheck.com/new-politics-magazine/,mediabiasfactcheck.com
175,New Republic,https://newrepublic.com/,Usa,Left,High,N/A,Magazine,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left6.png,https://mediabiasfactcheck.com/new-republic/,mediabiasfactcheck.com
176,New Statesman,https://www.newstatesman.com,United kingdom,Left-center,High,N/A,Magazine,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left6.png,https://mediabiasfactcheck.com/new-statesman/,mediabiasfactcheck.com
177,New York Amsterdam News,http://amsterdamnews.com,Usa,Left,High,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left11.png,https://mediabiasfactcheck.com/new-york-amsterdam-news/,mediabiasfactcheck.com
178,New York Magazine,http://nymag.com/,Usa,Left,High,N/A,Magazine,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left9.png,https://mediabiasfactcheck.com/new-york-magazine/,mediabiasfactcheck.com
179,New Yorker,https://www.newyorker.com/,Usa,Left,High,N/A,Magazine,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left7.png,https://mediabiasfactcheck.com/new-yorker/,mediabiasfactcheck.com
180,News Corpse,https://www.newscorpse.com/,Usa,Left,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left2.png,https://mediabiasfactcheck.com/news-corpse/,mediabiasfactcheck.com
181,NewsHounds,https://www.newshounds.us/,Usa,Left,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left4.png,https://mediabiasfactcheck.com/newshounds/,mediabiasfactcheck.com
182,NewsOne,https://newsone.com/,Usa,Left,Mostly factual,N/A,Website,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left7.png,https://mediabiasfactcheck.com/newsone/,mediabiasfactcheck.com
183,North99,https://north99.org/,Canada,Left,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left6.png,https://mediabiasfactcheck.com/north99/,mediabiasfactcheck.com
184,Novara Media,https://novaramedia.com/,United kingdom,Far left,Mixed,N/A,Organization/foundation,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left3.png,https://mediabiasfactcheck.com/novara-media-bias/,mediabiasfactcheck.com
185,Now Magazine,https://nowtoronto.com/,Canada,Left,High,Mostly free,Magazine,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left12.png,https://mediabiasfactcheck.com/now-magazine/,mediabiasfactcheck.com
186,Occupy.com,https://www.occupy.com,Usa,Left,High,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/left6.png,https://mediabiasfactcheck.com/occupy-com/,mediabiasfactcheck.com
